,code,img_name,manipulation,vm,am,valence,arousal,label
447,nipe10,411_adfd0d5782129756321ff671d0cfb712528504c66c863df11aabd1e7_bw.jpg,blackwhite,-3.392332,-1.369576,-2.125468165,-2.425093633,LVLA
448,nipe10,442_7449d79dae5d652af9b2429872cabdef938646ba024db2f431b3b28d_orig.jpg,original,1.619048,0.126984,-1.919475655,0.543071161,HVHA
449,nipe10,258_d26019382777d2159a974a7654923e71598135ce2cd710cea1f92865_orig.jpg,original,3.497684,-0.61104,0.308988764,-1.001872659,HVLA
450,nipe10,500_3b520c7f352afa1a9f8c07e56cc0588cdc04d25ff6e7b602b5e280cb_circblurext.jpg,circularblurringext,-0.8328,3.11766,-2.013108614,0.936329588,LVHA
451,nipe10,858_2f6539ee36aba48c38dc716d4f7c3ae93367d6ddf23ab41745d4172c_circblurint.jpg,circularblurringint,0.0623832,0.176752,-2.153558052,-0.15917603,HVHA
452,nipe10,39_2fafccaa4dc69045a05845f59c6b3cd2edcf7e0e0c108b24e553afe0_circblurext.jpg,circularblurringext,2.022756,0.463548,-2.537453184,1.75093633,HVHA
453,nipe10,156_08e8cf8f04630e9213e610580de73f51572d1d589878648700bae4dc_circblurext.jpg,circularblurringext,2.222224,0.0,-1.460674157,1.22659176,HVLA
454,nipe10,1225_59c67a821456f2cce3e5acf66d7f00076bd02caffc984c1eb0df794e_orig.jpg,original,-0.444444,3.809524,-0.692883895,-0.486891386,LVHA
455,nipe10,1010_06d15f44b979c086561137000ec070ba4cd479856f92840a7850b2bf_bw.jpg,blackwhite,0.189786,-0.189786,-1.75093633,-0.252808989,HVLA
456,nipe10,39_2fafccaa4dc69045a05845f59c6b3cd2edcf7e0e0c108b24e553afe0_blur.jpg,blurring,2.022756,0.463548,-1.928838951,1.329588015,HVHA
457,nipe10,369_98db62a1bdabfd1bc551180da6658005b461585cd21614633cf76470_edges.jpg,edges,2.190476,-0.03174604,-0.468164794,-0.599250936,HVLA
458,nipe10,759_95e1c46ed9a337414d5c8eada8fa8b9632e18751f5ce6ed587806e91_orig.jpg,original,2.126984,0.0,-0.037453184,0.524344569,HVLA
459,nipe10,242_85283f6935a89812ab229dcad9ba184529c9242ac3106d768ecf3ab3_bw.jpg,blackwhite,2.14918,-0.2949852,-0.037453184,0.093632959,HVLA
460,nipe10,1039_d64da8480fc6e94dcdc513237d600570ae0b9fe48795ac6a8b2d29a7_orig.jpg,original,-2.507936,-1.142856,-1.638576779,-2.387640449,LVLA
461,nipe10,683_a004ad18331da968da5debdd15e1447dd7748750af0bc6c57b844200_edges.jpg,edges,-2.91956,2.466524,-1.048689139,0.702247191,LVHA
462,nipe10,748_e519892faa7c772a0afaf9eeff36cf0e411574027ab3d9aa4947a048_circblurext.jpg,circularblurringext,-1.813112,3.307432,0.271535581,0.496254682,LVHA
463,nipe10,460_e06b3af7ff2f2bfb5f9b6e3d5dc25b9aaa40b84823fac8fd934621bd_edges.jpg,edges,-3.430992,-1.607468,-0.758426966,-0.777153558,LVLA
464,nipe10,498_305b74cdc4784d9d25e72724302e5402def70177ea31ae7e25fab66b_circblurint.jpg,circularblurringint,3.04762,-0.444444,-0.720973783,-0.58988764,HVLA
465,nipe10,365_45a719cabbc9aa308c4fcb30d529489c6966ac4073874af84f665c61_orig.jpg,original,2.507936,-1.968252,0.15917603,0.262172285,HVLA
466,nipe10,818_877aae033c31e3bbca4486321a5307f87cf53c576c546462d3daf194_circblurext.jpg,circularblurringext,-1.277584,0.619436,-1.526217228,0.833333333,LVHA
467,nipe10,82_43f4d5aec7c2e5bd495473f6708a0f2d47c9fe34e1fe9436646cb036_orig.jpg,original,2.022756,0.505688,-1.151685393,0.711610487,HVHA
468,nipe10,663_aaf52107fe3a86392530d88b34e86f9d2b6820714cad98d1e3c2cb67_circblurext.jpg,circularblurringext,2.58766,0.0918696,-1.151685393,0.74906367,HVHA
469,nipe10,759_95e1c46ed9a337414d5c8eada8fa8b9632e18751f5ce6ed587806e91_edges.jpg,edges,2.126984,0.0,-0.421348315,-0.421348315,HVLA
470,nipe10,332_4d584229bdae2e1782f77f0e953e528f13c3dfa79b4b94736c0310fa_bw.jpg,blackwhite,3.157348,0.483092,-0.655430712,-0.580524345,HVHA
471,nipe10,692_7d7eaf20e6de8956f0fca7500ace97a8599aa8b605a7d690cdb28724_edges.jpg,edges,-2.063492,-1.26984,-0.458801498,-0.533707865,LVLA
472,nipe10,1239_cee00457f4cfb76a407b12fd5ad714d440a4614c1e5467ee16caf618_orig.jpg,original,-0.03174604,0.190476,-0.102996255,-0.449438202,LVHA
473,nipe10,877_cab3efed0c9ff4552037df6c1ea4ea9713f915c94592a14dbf2799da_bw.jpg,blackwhite,3.174604,0.3174604,-0.421348315,-0.561797753,HVHA
474,nipe10,748_e519892faa7c772a0afaf9eeff36cf0e411574027ab3d9aa4947a048_bw.jpg,blackwhite,-1.813112,3.307432,0.664794007,0.449438202,LVHA
475,nipe10,492_a1a4d288d3bc486c83c3b6a835c42891989f5ba781633932298a7676_circblurext.jpg,circularblurringext,3.406892,-0.44522,-2.013108614,1.06741573,HVLA
476,nipe10,442_7449d79dae5d652af9b2429872cabdef938646ba024db2f431b3b28d_blur.jpg,blurring,1.619048,0.126984,-2.5,1.367041199,HVHA
477,nipe10,620_9674719009d75dcfeaed7f15932c43e1fd1af5e25d47b8aadd61efe2_blur.jpg,blurring,-0.561364,1.142084,-1.170411985,0.514981273,LVHA
478,nipe10,663_aaf52107fe3a86392530d88b34e86f9d2b6820714cad98d1e3c2cb67_edges.jpg,edges,2.58766,0.0918696,-0.608614232,-0.299625468,HVHA
479,nipe10,824_b1d91cc824ce0d3d383d3147da88d3d6dbaf6be918bab79e3ec8f501_bw.jpg,blackwhite,-3.645176,-1.432784,-1.676029963,-1.732209738,LVLA
480,nipe10,915_dc9fd40a3b5d64a180833a7bac86e7556c24f681f473fe255e41f936_edges.jpg,edges,-3.09294,-0.918696,-0.496254682,-0.496254682,LVLA
481,nipe10,616_05a637f5281666f53d4e2ef69351485fc21d629b37ee2006b2076eb6_circblurext.jpg,circularblurringext,-2.380952,-0.832364,-0.346441948,-0.617977528,LVLA
482,nipe10,449_9c1e990a3480e5b51430fe76b0188e69ba2468fd6a866b88b2d0dd75_bw.jpg,blackwhite,0.095238,0.03174604,-1.657303371,-1.610486891,HVHA
483,nipe10,431_ab5a1dbbe9292ac7f74e276cdabcd372e2c1f852ff34bf7cc6646ef8_blur.jpg,blurring,3.102584,0.354334,-2.556179775,1.132958801,HVHA
484,nipe10,414_0187bdf7007109b487865b6a9d388997a6817acf052a6a7cdd5b39d9_blur.jpg,blurring,-2.786708,-1.133056,-2.18164794,1.123595506,LVLA
485,nipe10,381_5935a9f9796adce2f1539af6c75bcdc0c80d847a2ce9b77cf59b7672_orig.jpg,original,-1.327432,-0.442476,-0.440074906,-0.543071161,LVLA
486,nipe10,416_8a1f874e0057d67a4e6955865ba88b2d8ce2c8b4469589307687a723_blur.jpg,blurring,-1.753336,3.088264,-1.882022472,0.805243446,LVHA
487,nipe10,349_18d92ef5c21ca70a3dd237aad251594e1688bbe01d8cff37b89c46b8_blur.jpg,blurring,-2.74874,-1.258228,-1.788389513,1.029962547,LVLA
488,nipe10,694_7a14b8ab7c564dcb0f628c4de7f6cb54e4c5f6601f774bf167641c37_circblurext.jpg,circularblurringext,1.819588,0.116144,-1.91011236,0.823970037,HVHA
489,nipe10,620_9674719009d75dcfeaed7f15932c43e1fd1af5e25d47b8aadd61efe2_orig.jpg,original,-0.561364,1.142084,0.140449438,-1.694756554,LVHA
490,nipe10,736_bb85db1bcda8eb34299aa5791ac65a0a7c343266eb2d6e6e328ec0e1_blur.jpg,blurring,3.650792,-0.03174604,-2.050561798,1.348314607,HVLA
491,nipe10,137_0e6a04243c0a42a5e2528a2d181255ca2a4b7bd6e7978c5c2059c69f_orig.jpg,original,-0.95238,2.095236,-0.271535581,-0.617977528,LVHA
492,nipe10,379_eeaa6d9bf5a4ef205dc48bc505cf3a7f24ea86e99af9b371e03602a7_orig.jpg,original,-0.3926308,2.88936,-0.533707865,-0.31835206,LVHA
493,nipe10,1014_a5c212ca979d482cf94c2db7697aba75620391a64b030ab7ad2bbecf_blur.jpg,blurring,-3.174604,-1.374372,-1.938202247,0.646067416,LVLA
494,nipe10,354_e46c3ec6fb00773f64f2bcd212385f253c389808fe724b7cf8611051_bw.jpg,blackwhite,2.018292,0.0,0.58988764,-1.54494382,HVLA
495,nipe10,403_57ac47f43882fc031a6067b1a388c0b2cbe8708dcbd2ff1019932eff_bw.jpg,blackwhite,-3.333332,-1.396824,-0.346441948,-0.402621723,LVLA
496,nipe10,646_577760d718dab44c6f04d77408c5644a120065ce07a9503957d0850a_circblurint.jpg,circularblurringint,-2.690668,2.61324,-2.640449438,1.104868914,LVHA
497,nipe10,394_8e3a0cb945144d53bd1ace04b6256237ed9dcbbd9cb83f8a4886b0e6_bw.jpg,blackwhite,-2.593884,2.651956,-0.177902622,-0.95505618,LVHA
498,nipe10,1061_665178b9cb0bc869cc2e2b68def4838db04e66f9531098fb75875a09_edges.jpg,edges,0.3492064,-0.3174604,-0.599250936,-0.543071161,HVLA
499,nipe10,694_7a14b8ab7c564dcb0f628c4de7f6cb54e4c5f6601f774bf167641c37_edges.jpg,edges,1.819588,0.116144,-0.683520599,-0.468164794,HVHA
500,nipe10,332_4d584229bdae2e1782f77f0e953e528f13c3dfa79b4b94736c0310fa_edges.jpg,edges,3.157348,0.483092,-1.919475655,0.711610487,HVHA
501,nipe10,759_95e1c46ed9a337414d5c8eada8fa8b9632e18751f5ce6ed587806e91_blur.jpg,blurring,2.126984,0.0,-1.638576779,0.945692884,HVLA
502,nipe10,59_8568373b727f29d67ba6ce4c360dd918c8b08b13495fca56bdda5e82_orig.jpg,original,2.064896,0.505688,0.702247191,0.543071161,HVHA
503,nipe10,379_eeaa6d9bf5a4ef205dc48bc505cf3a7f24ea86e99af9b371e03602a7_circblurext.jpg,circularblurringext,-0.3926308,2.88936,-1.900749064,0.720973783,LVHA
504,nipe10,82_43f4d5aec7c2e5bd495473f6708a0f2d47c9fe34e1fe9436646cb036_bw.jpg,blackwhite,2.022756,0.505688,-1.11423221,0.252808989,HVHA
505,nipe10,858_2f6539ee36aba48c38dc716d4f7c3ae93367d6ddf23ab41745d4172c_blur.jpg,blurring,0.0623832,0.176752,-1.732209738,0.936329588,HVHA
506,nipe10,736_bb85db1bcda8eb34299aa5791ac65a0a7c343266eb2d6e6e328ec0e1_circblurint.jpg,circularblurringint,3.650792,-0.03174604,-1.123595506,0.149812734,HVLA
507,nipe10,759_95e1c46ed9a337414d5c8eada8fa8b9632e18751f5ce6ed587806e91_circblurext.jpg,circularblurringext,2.126984,0.0,-1.441947566,0.730337079,HVLA
508,nipe10,1037_e2eb929a6de79a63ce6cfe5321fcb74a203b134e4094932d90b01d99_edges.jpg,edges,2.651956,0.0,-1.029962547,0.571161049,HVLA
509,nipe10,709_69c01dcde028a2a1a913f1a2a5026ae1748484f75c89217a040c6791_circblurext.jpg,circularblurringext,1.432444,-0.01935732,-1.348314607,0.720973783,HVLA
510,nipe10,172_c641c6c56ca6b594b773084e1363c852abdb65f988d7ff802ee503f2_edges.jpg,edges,0.379572,0.01725328,-0.411985019,-0.355805243,HVHA
511,nipe10,482_a1cd28915c5044c018195ab0fff10dcc95e385246b045a7cd4463ff7_circblurint.jpg,circularblurringint,-3.361852,-1.555612,-1.685393258,-1.975655431,LVLA
512,nipe10,410_9633c4ff6e8888fcfca59a60ca86e9606d3e0736500a254101bdf295_edges.jpg,edges,-0.3677892,2.981028,-0.449438202,-0.496254682,LVHA
513,nipe10,431_ab5a1dbbe9292ac7f74e276cdabcd372e2c1f852ff34bf7cc6646ef8_bw.jpg,blackwhite,3.102584,0.354334,-0.327715356,-0.440074906,HVHA
514,nipe10,442_7449d79dae5d652af9b2429872cabdef938646ba024db2f431b3b28d_circblurint.jpg,circularblurringint,1.619048,0.126984,-2.621722846,1.479400749,HVHA
515,nipe10,683_a004ad18331da968da5debdd15e1447dd7748750af0bc6c57b844200_blur.jpg,blurring,-2.91956,2.466524,-2.677902622,1.142322097,LVHA
516,nipe10,692_7d7eaf20e6de8956f0fca7500ace97a8599aa8b605a7d690cdb28724_circblurint.jpg,circularblurringint,-2.063492,-1.26984,-2.097378277,0.711610487,LVLA
517,nipe10,646_577760d718dab44c6f04d77408c5644a120065ce07a9503957d0850a_bw.jpg,blackwhite,-2.690668,2.61324,-2.02247191,0.739700375,LVHA
518,nipe10,620_9674719009d75dcfeaed7f15932c43e1fd1af5e25d47b8aadd61efe2_bw.jpg,blackwhite,-0.561364,1.142084,0.767790262,0.9082397,LVHA
519,nipe10,683_a004ad18331da968da5debdd15e1447dd7748750af0bc6c57b844200_orig.jpg,original,-2.91956,2.466524,-1.301498127,0.58988764,LVHA
520,nipe10,720_483c541c48959a597fcf44320941afaf8b7695105f90d65b5f6b30f2_circblurext.jpg,circularblurringext,2.158732,-0.2539684,-2.228464419,1.357677903,HVLA
521,nipe10,700_59cb565f134f1afd066d7b6d936c6511b7cb76de0e9cbb5ce15124ad_circblurext.jpg,circularblurringext,0.0,0.0,-1.563670412,0.608614232,Neutral
522,nipe10,347_27f0e47c2722605b950ccf9fa900f78271e4c3c874064ab5dacac160_orig.jpg,original,1.838948,0.3097172,-1.132958801,0.149812734,HVHA
523,nipe10,442_7449d79dae5d652af9b2429872cabdef938646ba024db2f431b3b28d_bw.jpg,blackwhite,1.619048,0.126984,-1.666666667,0.43071161,HVHA
524,nipe10,369_c99797771115d7627d4abe3415f814497288f91a7be1a04c17c776b9_bw.jpg,blackwhite,3.619824,-0.174216,-1.722846442,-2.546816479,HVLA
525,nipe10,293_3dfdfafc0c6a54b2da7453750ac281f7718c0b3337b0a74c4563d6bd_orig.jpg,original,-2.574524,2.632596,0.533707865,0.243445693,LVHA
526,nipe10,498_305b74cdc4784d9d25e72724302e5402def70177ea31ae7e25fab66b_circblurext.jpg,circularblurringext,3.04762,-0.444444,-1.22659176,0.505617978,HVLA
527,nipe10,137_0e6a04243c0a42a5e2528a2d181255ca2a4b7bd6e7978c5c2059c69f_bw.jpg,blackwhite,-0.95238,2.095236,-1.27340824,-0.346441948,LVHA
528,nipe10,411_adfd0d5782129756321ff671d0cfb712528504c66c863df11aabd1e7_circblurint.jpg,circularblurringint,-3.392332,-1.369576,-1.769662921,1.451310861,LVLA
529,nipe10,460_e06b3af7ff2f2bfb5f9b6e3d5dc25b9aaa40b84823fac8fd934621bd_circblurext.jpg,circularblurringext,-3.430992,-1.607468,-1.91011236,0.861423221,LVLA
530,nipe10,368_6507b94d7d0199f14efd3706db30c9c44b96085f84e9cc7792e3e0ae_edges.jpg,edges,1.959544,0.400336,-2.031835206,1.460674157,HVHA
531,nipe10,440_9bf7e8609729bf888835168834da6c3ff30b75d0d4f36e2ee6918bcc_circblurext.jpg,circularblurringext,-2.284164,2.710028,-1.507490637,1.22659176,LVHA
532,nipe10,349_18d92ef5c21ca70a3dd237aad251594e1688bbe01d8cff37b89c46b8_circblurext.jpg,circularblurringext,-2.74874,-1.258228,-1.788389513,0.945692884,LVLA
533,nipe10,293_3dfdfafc0c6a54b2da7453750ac281f7718c0b3337b0a74c4563d6bd_bw.jpg,blackwhite,-2.574524,2.632596,-0.037453184,-0.187265918,LVHA
534,nipe10,267_792043debad81ce271cec5b3c3bd9d264efc13f362bec9c7a3f72fe7_blur.jpg,blurring,1.980616,0.2107036,-0.777153558,-0.524344569,HVHA
535,nipe10,358_157f8ac929713531a15b1ecf115e7b659cb90e83d675251e368d165f_circblurint.jpg,circularblurringint,-3.777776,-0.571428,-1.601123596,0.561797753,LVLA
536,nipe10,860_05c4e22518a30d3d2add458a8fc6488f87b9b02dd8e385ded939f025_bw.jpg,blackwhite,1.955092,0.3097172,-0.383895131,-0.449438202,HVHA
537,nipe10,172_c641c6c56ca6b594b773084e1363c852abdb65f988d7ff802ee503f2_blur.jpg,blurring,0.379572,0.01725328,-1.816479401,0.290262172,HVHA
538,nipe10,1005_b980c0747d20935bc63cc27a9e05ce2ff5bae98f859872ec48edd7f5_edges.jpg,edges,3.428572,-0.476192,-0.58988764,-0.486891386,HVLA
539,nipe10,48_2cc936b2483ab2944c9158e163342b874ef6c1492fd8fca08c0e096e_bw.jpg,blackwhite,-1.264224,-0.779604,1.086142322,-0.468164794,LVLA
540,nipe10,60_ad52063167538de24f94d7dfd04808cb94cf8f426c40871d2f126505_orig.jpg,original,2.158732,0.0,1.207865169,1.282771536,HVLA
541,nipe10,407_578d31d32e806706dde2563213f130b90e621abfed0e47ecabd85d27_blur.jpg,blurring,3.5873,-0.444444,-2.097378277,0.852059925,HVLA
542,nipe10,410_9633c4ff6e8888fcfca59a60ca86e9606d3e0736500a254101bdf295_bw.jpg,blackwhite,-0.3677892,2.981028,-1.095505618,0.196629213,LVHA
543,nipe10,498_305b74cdc4784d9d25e72724302e5402def70177ea31ae7e25fab66b_orig.jpg,original,3.04762,-0.444444,0.421348315,0.936329588,HVLA
544,nipe10,258_d26019382777d2159a974a7654923e71598135ce2cd710cea1f92865_circblurint.jpg,circularblurringint,3.497684,-0.61104,-0.945692884,0.533707865,HVLA
545,nipe10,243_beddb302dcb21071d88c8d2cab07002050d36b3001ef28f89389fa56_bw.jpg,blackwhite,-0.3450656,-0.2070392,-1.563670412,-2.256554307,LVLA
546,nipe10,48_2cc936b2483ab2944c9158e163342b874ef6c1492fd8fca08c0e096e_circblurext.jpg,circularblurringext,-1.264224,-0.779604,-1.844569288,0.95505618,LVLA
547,nipe10,379_eeaa6d9bf5a4ef205dc48bc505cf3a7f24ea86e99af9b371e03602a7_circblurint.jpg,circularblurringint,-0.3926308,2.88936,-1.610486891,-0.252808989,LVHA
548,nipe10,694_f80f33613b268beffd6c044537cf3b44a84683d6e889bc37b8e9c34b_blur.jpg,blurring,-0.3785616,3.34728,-0.449438202,-0.393258427,LVHA
549,nipe10,915_dc9fd40a3b5d64a180833a7bac86e7556c24f681f473fe255e41f936_orig.jpg,original,-3.09294,-0.918696,-2.359550562,-2.144194757,LVLA
550,nipe10,353_44e285740cb41818482ac93fc5fbd72c18029444a1d7506c9fc053e7_bw.jpg,blackwhite,-3.232676,-0.87108,-1.563670412,-1.694756554,LVLA
551,nipe10,332_4d584229bdae2e1782f77f0e953e528f13c3dfa79b4b94736c0310fa_blur.jpg,blurring,3.157348,0.483092,-2.771535581,1.741573034,HVHA
552,nipe10,986_a77edb21e78bc3a6aa7406517824596b3496ad6c657b6befb84cf370_circblurint.jpg,circularblurringint,-3.906316,-0.60496,-2.350187266,-1.601123596,LVLA
553,nipe10,156_08e8cf8f04630e9213e610580de73f51572d1d589878648700bae4dc_orig.jpg,original,2.222224,0.0,0.486891386,0.421348315,HVLA
554,nipe10,407_578d31d32e806706dde2563213f130b90e621abfed0e47ecabd85d27_circblurext.jpg,circularblurringext,3.5873,-0.444444,-2.537453184,1.058052434,HVLA
555,nipe10,28_6318543b74eeb646a1735477ebc023fdc9ac3849bc0db1957c272a26_edges.jpg,edges,2.811244,-0.74584,-0.187265918,-0.31835206,HVLA
556,nipe10,410_9633c4ff6e8888fcfca59a60ca86e9606d3e0736500a254101bdf295_blur.jpg,blurring,-0.3677892,2.981028,-1.142322097,0.355805243,LVHA
557,nipe10,369_98db62a1bdabfd1bc551180da6658005b461585cd21614633cf76470_blur.jpg,blurring,2.190476,-0.03174604,-1.900749064,0.711610487,HVLA
558,nipe10,620_9674719009d75dcfeaed7f15932c43e1fd1af5e25d47b8aadd61efe2_edges.jpg,edges,-0.561364,1.142084,-0.468164794,-0.299625468,LVHA
559,nipe10,646_577760d718dab44c6f04d77408c5644a120065ce07a9503957d0850a_orig.jpg,original,-2.690668,2.61324,-1.320224719,0.112359551,LVHA
560,nipe10,434_ba36d91204d7e578001f6a545d7501e65d209554def5a3c8b7583825_edges.jpg,edges,-3.523808,1.428572,-0.720973783,-0.393258427,LVHA
561,nipe10,396_208259ea431d47bb7f3946213eb099834eb119756ce304ad473d4d9f_edges.jpg,edges,2.857144,-0.3809524,-0.599250936,-0.308988764,HVLA
562,nipe10,692_e3e3bf88684fbbcdb9849a4147f9e2fcd39b0f083554a829aca4e9fa_orig.jpg,original,-0.44522,3.135888,0.674157303,0.786516854,LVHA
563,nipe10,663_aaf52107fe3a86392530d88b34e86f9d2b6820714cad98d1e3c2cb67_circblurint.jpg,circularblurringint,2.58766,0.0918696,-1.872659176,0.992509363,HVHA
564,nipe10,854_081a8409e4d6d10923b2dedcc16a3fca405fcd602e55a20d84cac69d_orig.jpg,original,3.088264,1.21538,-1.058052434,-0.168539326,HVHA
565,nipe10,434_ba36d91204d7e578001f6a545d7501e65d209554def5a3c8b7583825_blur.jpg,blurring,-3.523808,1.428572,-2.621722846,1.348314607,LVHA
566,nipe10,824_b1d91cc824ce0d3d383d3147da88d3d6dbaf6be918bab79e3ec8f501_blur.jpg,blurring,-3.645176,-1.432784,-2.5,1.43258427,LVLA
567,nipe10,369_c99797771115d7627d4abe3415f814497288f91a7be1a04c17c776b9_circblurext.jpg,circularblurringext,3.619824,-0.174216,0.046816479,0.065543071,HVLA
568,nipe10,236_f645730e1eb06155418c9a571329cc7fa320654fcaaedf1048b5cc11_edges.jpg,edges,2.253968,0.0,-0.290262172,-0.271535581,HVLA
569,nipe10,379_eeaa6d9bf5a4ef205dc48bc505cf3a7f24ea86e99af9b371e03602a7_bw.jpg,blackwhite,-0.3926308,2.88936,-0.74906367,-0.683520599,LVHA
570,nipe10,818_877aae033c31e3bbca4486321a5307f87cf53c576c546462d3daf194_blur.jpg,blurring,-1.277584,0.619436,-1.825842697,1.06741573,LVHA
571,nipe10,986_a77edb21e78bc3a6aa7406517824596b3496ad6c657b6befb84cf370_orig.jpg,original,-3.906316,-0.60496,-1.956928839,-2.865168539,LVLA
572,nipe10,267_792043debad81ce271cec5b3c3bd9d264efc13f362bec9c7a3f72fe7_bw.jpg,blackwhite,1.980616,0.2107036,-1.5917603,-2.368913858,HVHA
573,nipe10,13_771f4fcf0a212d25d6a78565e7f34cc5ddd823e7afbdc77ef063326e_orig.jpg,original,2.190476,0.0,0.711610487,0.936329588,HVLA
574,nipe10,1039_d64da8480fc6e94dcdc513237d600570ae0b9fe48795ac6a8b2d29a7_blur.jpg,blurring,-2.507936,-1.142856,-2.865168539,1.039325843,LVLA
575,nipe10,468_8b69b13120daebadd8a4a3166e1419f2404395cba231307a4efa9fde_circblurint.jpg,circularblurringint,2.031744,0.2539684,-2.275280899,1.516853933,HVHA
576,nipe10,1239_cee00457f4cfb76a407b12fd5ad714d440a4614c1e5467ee16caf618_blur.jpg,blurring,-0.03174604,0.190476,-2.322097378,1.404494382,LVHA
577,nipe10,620_9674719009d75dcfeaed7f15932c43e1fd1af5e25d47b8aadd61efe2_circblurint.jpg,circularblurringint,-0.561364,1.142084,-1.507490637,0.224719101,LVHA
578,nipe10,694_f80f33613b268beffd6c044537cf3b44a84683d6e889bc37b8e9c34b_circblurint.jpg,circularblurringint,-0.3785616,3.34728,-0.393258427,-0.468164794,LVHA
579,nipe10,694_f80f33613b268beffd6c044537cf3b44a84683d6e889bc37b8e9c34b_edges.jpg,edges,-0.3785616,3.34728,-0.561797753,-0.486891386,LVHA
580,nipe10,92_5d20d78a8e57e628c6930676473a4e0a485e715841efd6286c660020_orig.jpg,original,2.126984,0.0,1.320224719,1.198501873,HVLA
581,nipe10,1039_d64da8480fc6e94dcdc513237d600570ae0b9fe48795ac6a8b2d29a7_circblurint.jpg,circularblurringint,-2.507936,-1.142856,-1.22659176,-0.514981273,LVLA
582,nipe10,646_577760d718dab44c6f04d77408c5644a120065ce07a9503957d0850a_blur.jpg,blurring,-2.690668,2.61324,-2.303370787,0.992509363,LVHA
583,nipe10,365_45a719cabbc9aa308c4fcb30d529489c6966ac4073874af84f665c61_circblurext.jpg,circularblurringext,2.507936,-1.968252,-1.404494382,0.646067416,HVLA
584,nipe10,361_b5541309527dc3c2422f45a95ebb0ed32005e6fe10d0489a1ff1fbdc_circblurext.jpg,circularblurringext,-3.987612,-0.2516452,-1.460674157,-2.031835206,LVLA
585,nipe10,700_59cb565f134f1afd066d7b6d936c6511b7cb76de0e9cbb5ce15124ad_orig.jpg,original,0.0,0.0,0.543071161,-0.505617978,Neutral
586,nipe10,440_9bf7e8609729bf888835168834da6c3ff30b75d0d4f36e2ee6918bcc_edges.jpg,edges,-2.284164,2.710028,-1.694756554,0.524344569,LVHA
587,nipe10,460_e06b3af7ff2f2bfb5f9b6e3d5dc25b9aaa40b84823fac8fd934621bd_blur.jpg,blurring,-3.430992,-1.607468,-2.481273408,0.9082397,LVLA
588,nipe10,818_877aae033c31e3bbca4486321a5307f87cf53c576c546462d3daf194_bw.jpg,blackwhite,-1.277584,0.619436,1.292134831,-2.378277154,LVHA
589,nipe10,440_dc6413e2b65369ee2587f4d85621742fe4ca87392d0a8ad2ea7d94e3_circblurint.jpg,circularblurringint,-3.016216,1.69404,-1.217228464,0.009363296,LVHA
590,nipe10,1014_a5c212ca979d482cf94c2db7697aba75620391a64b030ab7ad2bbecf_circblurint.jpg,circularblurringint,-3.174604,-1.374372,-0.683520599,0.121722846,LVLA
591,nipe10,431_ab5a1dbbe9292ac7f74e276cdabcd372e2c1f852ff34bf7cc6646ef8_circblurext.jpg,circularblurringext,3.102584,0.354334,-1.975655431,1.676029963,HVHA
592,nipe10,137_0e6a04243c0a42a5e2528a2d181255ca2a4b7bd6e7978c5c2059c69f_circblurint.jpg,circularblurringint,-0.95238,2.095236,-1.357677903,0.627340824,LVHA
593,nipe10,1239_cee00457f4cfb76a407b12fd5ad714d440a4614c1e5467ee16caf618_edges.jpg,edges,-0.03174604,0.190476,-0.599250936,-0.280898876,LVHA
594,nipe10,258_d26019382777d2159a974a7654923e71598135ce2cd710cea1f92865_bw.jpg,blackwhite,3.497684,-0.61104,-0.121722846,-0.346441948,HVLA
595,nipe10,468_8b69b13120daebadd8a4a3166e1419f2404395cba231307a4efa9fde_orig.jpg,original,2.031744,0.2539684,-2.219101124,1.254681648,HVHA
596,nipe10,1039_d64da8480fc6e94dcdc513237d600570ae0b9fe48795ac6a8b2d29a7_edges.jpg,edges,-2.507936,-1.142856,-0.411985019,-0.402621723,LVLA
597,nipe10,236_f645730e1eb06155418c9a571329cc7fa320654fcaaedf1048b5cc11_orig.jpg,original,2.253968,0.0,0.833333333,0.805243446,HVLA
598,nipe10,267_792043debad81ce271cec5b3c3bd9d264efc13f362bec9c7a3f72fe7_orig.jpg,original,1.980616,0.2107036,0.870786517,0.580524345,HVHA
599,nipe10,355_00a76f54934d36566dd0e7b091b8aa6a56d8e6b32d349aa578a10b45_orig.jpg,original,2.910052,0.3439152,2.153558052,1.610486891,HVHA
0,dino02,59_8568373b727f29d67ba6ce4c360dd918c8b08b13495fca56bdda5e82_circblurint.jpg,circularblurringint,2.064896,0.505688,2.949438202,1.413857678,HVHA
1,dino02,410_9633c4ff6e8888fcfca59a60ca86e9606d3e0736500a254101bdf295_circblurint.jpg,circularblurringint,-0.3677892,2.981028,-2.247191011,0.889513109,LVHA
2,dino02,403_57ac47f43882fc031a6067b1a388c0b2cbe8708dcbd2ff1019932eff_edges.jpg,edges,-3.333332,-1.396824,-1.441947566,-2.837078652,LVLA
3,dino02,616_05a637f5281666f53d4e2ef69351485fc21d629b37ee2006b2076eb6_circblurext.jpg,circularblurringext,-2.380952,-0.832364,-1.760299625,-1.619850187,LVLA
4,dino02,453_54f106fd1d4b65fa4aa347407127fc30d49f791e81aee3a0bbe44489_circblurext.jpg,circularblurringext,2.222224,0.0,1.207865169,0.43071161,HVLA
